species,block,street,trap,nummosquitos,wnvpresent,latitude,longitude,year,month,day
CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,4,0,41.869216,-87.627561,2007,9,24
CULEX PIPIENS,11, S STATE ST,T092,3,0,41.869216,-87.627561,2007,9,24
CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,12,0,41.662014,-87.724608,2007,9,24
CULEX PIPIENS,42, W 127TH PL,T135,34,0,41.662014,-87.724608,2007,9,24
CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,1,0,41.961743,-87.76007,2007,9,24
CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,3,0,41.878114,-87.629798,2007,9,24
CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,3,0,41.958271,-87.702575,2007,9,24
CULEX PIPIENS,42, N RICHMOND ST,T146,2,0,41.958271,-87.702575,2007,9,24
CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,1,0,41.932094,-87.700117,2007,9,24
CULEX PIPIENS/RESTUANS,18, W FARWELL AVE,T150,3,0,42.006858,-87.675919,2007,9,24
CULEX PIPIENS,18, W FARWELL AVE,T150,5,0,42.006858,-87.675919,2007,9,24
CULEX TERRITANS,18, W FARWELL AVE,T150,1,0,42.006858,-87.675919,2007,9,24
CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,2,0,41.916265,-87.800515,2007,9,24
CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,22,0,41.916265,-87.800515,2007,9,24
CULEX PIPIENS,25, S MILLARD AVE,T152,1,0,41.846075,-87.716277,2007,9,24
CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,7,0,41.918705,-87.752329,2007,9,24
CULEX PIPIENS,21, N LAWLER AVE,T154,1,0,41.918705,-87.752329,2007,9,24
CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,8,0,41.682587,-87.707973,2007,9,24
CULEX PIPIENS,35, W 116TH ST,T158,4,0,41.682587,-87.707973,2007,9,24
CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,2,0,41.725517,-87.614258,2007,9,24
CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,7,0,41.725517,-87.614258,2007,9,24
CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,7,0,41.948167,-87.730698,2007,9,24
CULEX PIPIENS,37, N KEDVALE AVE,T218,4,0,41.948167,-87.730698,2007,9,24
CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,2,0,41.963976,-87.69181,2007,9,24
CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,6,0,41.964242,-87.757639,2007,9,24
CULEX PIPIENS,46, N MILWAUKEE AVE,T003,6,0,41.964242,-87.757639,2007,9,24
CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,3,0,41.990284,-87.797127,2007,9,24
CULEX PIPIENS,70, N MOSELL AVE,T008,15,0,42.008314,-87.777921,2007,9,24
CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,3,0,41.991429,-87.747113,2007,9,24
CULEX RESTUANS,61, N LEMONT AVE,T012,1,0,41.991429,-87.747113,2007,9,24
CULEX PIPIENS,61, N LEMONT AVE,T012,5,0,41.991429,-87.747113,2007,9,24
CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,1,0,41.843811,-87.686763,2007,9,24
CULEX PIPIENS,68, W BELDEN AVE,T037,5,0,41.921177,-87.79518,2007,9,24
CULEX PIPIENS,11, S CALIFORNIA,T047,2,0,41.868142,-87.696269,2007,9,24
CULEX PIPIENS/RESTUANS,25, S THROOP,T051,9,0,41.846283,-87.656913,2007,9,24
CULEX PIPIENS,25, S THROOP,T051,3,0,41.846283,-87.656913,2007,9,24
CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,12,0,41.721474,-87.648064,2007,9,24
CULEX PIPIENS,10, W 95TH ST,T085,3,0,41.721474,-87.648064,2007,9,24
CULEX TERRITANS,10, W 95TH ST,T085,1,0,41.721474,-87.648064,2007,9,24
CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,2,0,41.869107,-87.696293,2007,9,24
CULEX PIPIENS,10, S CALIFORNIA AVE,T088,6,0,41.869107,-87.696293,2007,9,24
CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,6,0,41.966987,-87.674677,2007,9,24
CULEX PIPIENS,18, W LELAND AVE,T219,2,0,41.966987,-87.674677,2007,9,24
CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,13,0,41.923738,-87.785288,2007,9,24
CULEX PIPIENS,61, W FULLERTON AVE,T013,6,0,41.923738,-87.785288,2007,9,24
CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,4,0,41.970248,-87.787992,2007,9,24
CULEX PIPIENS,64, W STRONG ST,T014,5,0,41.970248,-87.787992,2007,9,24
CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,12,0,41.89923,-87.716788,2007,9,24
CULEX PIPIENS,10, N CENTRAL PARK DR,T030,5,0,41.89923,-87.716788,2007,9,24
CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,1,0,41.692555,-87.598865,2007,9,24
CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,11,0,41.94016,-87.794896,2007,9,24
CULEX PIPIENS,33, N RUTHERFORD AVE,T144,1,0,41.94016,-87.794896,2007,9,24
CULEX TERRITANS,33, N RUTHERFORD AVE,T144,1,0,41.94016,-87.794896,2007,9,24
CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,6,0,41.903002,-87.688267,2007,9,24
CULEX PIPIENS,11, S ARTESIAN AVE,T160,1,0,41.903002,-87.688267,2007,9,24
CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,2,0,41.942114,-87.776385,2007,9,24
CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,2,0,41.960616,-87.777189,2007,9,24
CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,6,0,41.704336,-87.703736,2007,9,24
CULEX PIPIENS,33, W 104TH ST,T095,5,0,41.704336,-87.703736,2007,9,24
CULEX PIPIENS,49, W SUNNYSIDE AVE,T004,23,0,41.962728,-87.748367,2007,9,24
CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,2,0,41.836644,-87.677737,2007,9,24
CULEX PIPIENS,30, S HOYNE AVE,T035,2,0,41.836644,-87.677737,2007,9,24
CULEX TERRITANS,30, S HOYNE AVE,T035,1,0,41.836644,-87.677737,2007,9,24
CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,5,0,41.837085,-87.729384,2007,9,24
CULEX PIPIENS,42, W 31ST ST,T036,1,0,41.837085,-87.729384,2007,9,24
CULEX PIPIENS,17, N PULASKI RD,T039,2,0,41.911824,-87.726737,2007,9,24
CULEX PIPIENS,22, W PERSHING RD,T060,2,0,41.823065,-87.678378,2007,9,24
CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,15,0,41.801179,-87.679447,2007,9,24
CULEX PIPIENS,22, W 51ST ST,T061,9,0,41.801179,-87.679447,2007,9,24
CULEX TERRITANS,22, W 51ST ST,T061,1,0,41.801179,-87.679447,2007,9,24
CULEX PIPIENS,35, W 51ST ST,T062,17,0,41.800737,-87.71188,2007,9,24
CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,5,0,41.778297,-87.752411,2007,9,24
CULEX PIPIENS,52, W 63RD ST,T065,4,0,41.778297,-87.752411,2007,9,24
CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,6,0,41.77166,-87.703047,2007,9,24
CULEX PIPIENS,67, S KEDZIE AVE,T066,11,0,41.77166,-87.703047,2007,9,24
CULEX TERRITANS,67, S KEDZIE AVE,T066,3,0,41.77166,-87.703047,2007,9,24
CULEX PIPIENS,73, S CICERO AVE,T067,8,0,41.759346,-87.745602,2007,9,24
CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,1,0,41.773215,-87.60088,2007,9,24
CULEX PIPIENS,10, E 67TH ST,T073,1,0,41.773215,-87.60088,2007,9,24
CULEX PIPIENS,39, S ASHLAND AVE,T074,3,0,41.822536,-87.666343,2007,9,24
CULEX PIPIENS,47, S CORNELL AVE,T075,1,0,41.799282,-87.585487,2007,9,24
CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,2,0,41.766202,-87.562889,2007,9,24
CULEX PIPIENS,71, S SOUTH SHORE DR,T079,6,0,41.766202,-87.562889,2007,9,24
CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,6,0,41.754676,-87.612922,2007,9,24
CULEX PIPIENS,77, S EBERHART AVE,T080,5,0,41.754676,-87.612922,2007,9,24
CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,1,0,41.754292,-87.590773,2007,9,24
CULEX PIPIENS,79, S CHICAGO AVE,T083,1,0,41.754292,-87.590773,2007,9,24
CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,4,0,41.82561,-87.726549,2007,9,24
CULEX PIPIENS,37, S PULASKI RD,T063,1,0,41.82561,-87.726549,2007,9,24
CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,100,0,41.673408,-87.599862,2007,9,24
CULEX PIPIENS,12, S DOTY AVE,T115,527,1,41.673408,-87.599862,2007,9,24
CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,4,0,41.726465,-87.585413,2007,9,24
CULEX PIPIENS,10, S STONY ISLAND AVE,T138,6,0,41.726465,-87.585413,2007,9,24
CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,7,0,41.729669,-87.582699,2007,9,24
CULEX PIPIENS,81, E 91ST ST,T107,10,0,41.729669,-87.582699,2007,9,24
CULEX PIPIENS,65, S RACINE AVE,T078,4,0,41.775051,-87.655356,2007,9,24
CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,5,0,41.733643,-87.55551,2007,9,24
CULEX PIPIENS,89, S MUSKEGON AVE,T099,1,0,41.733643,-87.55551,2007,9,24
CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,1,0,41.717753,-87.531657,2007,9,24
CULEX PIPIENS,98, S AVENUE G,T100,6,0,41.717753,-87.531657,2007,9,24
CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,12,0,41.750498,-87.605294,2007,9,24
CULEX PIPIENS,10, S COTTAGE GROVE,T102,6,0,41.750498,-87.605294,2007,9,24
CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,19,0,41.702724,-87.536497,2007,9,24
CULEX RESTUANS,11, S AVENUE L,T103,1,0,41.702724,-87.536497,2007,9,24
CULEX PIPIENS,11, S AVENUE L,T103,15,0,41.702724,-87.536497,2007,9,24
CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,2,0,41.984809,-87.728492,2007,9,24
CULEX PIPIENS,58, N PULASKI RD,T027,1,0,41.984809,-87.728492,2007,9,24
CULEX TERRITANS,58, N PULASKI RD,T027,1,0,41.984809,-87.728492,2007,9,24
CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,1,0,41.772846,-87.740029,2007,9,24
CULEX PIPIENS,81, W 37TH PL.,T157,1,0,41.825902,-87.667827,2007,9,24
CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,158,0,41.673408,-87.599862,2007,9,25
CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,7,0,41.726465,-87.585413,2007,9,25
CULEX RESTUANS,10, S STONY ISLAND AVE,T138,1,0,41.726465,-87.585413,2007,9,25
CULEX PIPIENS,10, S STONY ISLAND AVE,T138,9,0,41.726465,-87.585413,2007,9,25
CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,27,0,41.678618,-87.559308,2007,9,25
CULEX PIPIENS,13, S TORRENCE AVE,T200,53,0,41.678618,-87.559308,2007,9,25
CULEX TERRITANS,13, S TORRENCE AVE,T200,1,0,41.678618,-87.559308,2007,9,25
CULEX PIPIENS/RESTUANS,13, S MACKINAW,T206,1,0,41.737052,-87.543067,2007,9,25
CULEX PIPIENS,13, S MACKINAW,T206,1,0,41.737052,-87.543067,2007,9,25
CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,9,0,41.740641,-87.546587,2007,9,25
CULEX PIPIENS,13, S BRANDON,T209,24,0,41.740641,-87.546587,2007,9,25
CULEX TERRITANS,13, S BRANDON,T209,1,0,41.740641,-87.546587,2007,9,25
CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,3,0,41.680946,-87.535198,2007,9,25
CULEX PIPIENS,37, E 118TH ST,T212,3,0,41.680946,-87.535198,2007,9,25
CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,14,0,41.686398,-87.531635,2007,9,25
CULEX PIPIENS,38, E 115TH ST,T215,10,0,41.686398,-87.531635,2007,9,25
CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,10,0,41.659112,-87.538693,2007,9,25
CULEX PIPIENS,40, E 130TH ST,T221,1,0,41.659112,-87.538693,2007,9,25
CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,29,0,41.95469,-87.800991,2007,10,4
CULEX PIPIENS,41, N OAK PARK AVE,T002,53,0,41.95469,-87.800991,2007,10,4
CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,2,0,41.994991,-87.769279,2007,10,4
CULEX PIPIENS,62, N MANDELL AVE,T007,1,0,41.994991,-87.769279,2007,10,4
CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,1,0,41.974089,-87.824812,2007,10,4
CULEX PIPIENS,79, W FOSTER AVE,T015,9,0,41.974089,-87.824812,2007,10,4
CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,7,0,41.9216,-87.666455,2007,10,4
CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,8,0,41.891118,-87.654491,2007,10,4
CULEX PIPIENS,25, W GRAND AVE,T046,26,0,41.891118,-87.654491,2007,10,4
CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,15,0,41.867108,-87.654224,2007,10,4
CULEX PIPIENS,11, W ROOSEVELT,T048,6,0,41.867108,-87.654224,2007,10,4
CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,1,0,41.896282,-87.655232,2007,10,4
CULEX PIPIENS,11, W CHICAGO,T049,1,0,41.896282,-87.655232,2007,10,4
CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,1,0,41.919343,-87.694259,2007,10,4
CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,2,0,41.921965,-87.632085,2007,10,4
CULEX TERRITANS,22, N CANNON DR,T054,1,0,41.921965,-87.632085,2007,10,4
CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,25,0,41.688324,-87.676709,2007,10,4
CULEX PIPIENS,22, W 113TH ST,T086,14,0,41.688324,-87.676709,2007,10,4
CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,8,0,41.862292,-87.64886,2007,10,4
CULEX PIPIENS,11, S PEORIA ST,T091,1,0,41.862292,-87.64886,2007,10,4
CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,3,0,41.720848,-87.666014,2007,10,4
CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,8,0,41.731922,-87.677512,2007,10,4
CULEX PIPIENS,22, W 89TH ST,T096,5,0,41.731922,-87.677512,2007,10,4
CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,6,0,41.891126,-87.61156,2007,10,4
CULEX RESTUANS,53, N STREETER DR,T129,1,0,41.891126,-87.61156,2007,10,4
CULEX PIPIENS,53, N STREETER DR,T129,9,0,41.891126,-87.61156,2007,10,4
CULEX TERRITANS,53, N STREETER DR,T129,5,0,41.891126,-87.61156,2007,10,4
CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,1,0,41.999129,-87.795585,2007,10,4
CULEX PIPIENS,65, N OAK PARK AVE,T143,2,0,41.999129,-87.795585,2007,10,4
CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,21,0,41.907645,-87.760886,2007,10,4
CULEX RESTUANS,15, N LONG AVE,T153,1,0,41.907645,-87.760886,2007,10,4
CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,5,0,41.944869,-87.832763,2007,10,4
CULEX PIPIENS,36, N PITTSBURGH AVE,T011,2,0,41.944869,-87.832763,2007,10,4
CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,23,0,42.011601,-87.811506,2007,10,4
CULEX PIPIENS,72, N OKETO AVE,T016,26,0,42.011601,-87.811506,2007,10,4
CULEX TERRITANS,72, N OKETO AVE,T016,1,0,42.011601,-87.811506,2007,10,4
CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,3,0,41.94983,-87.698457,2007,10,4
CULEX PIPIENS,38, N CALIFORNIA AVE,T019,2,0,41.94983,-87.698457,2007,10,4
CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,1,0,41.979243,-87.750938,2007,10,4
CULEX PIPIENS,49, W BALMORAL AVE,T025,5,0,41.979243,-87.750938,2007,10,4
CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,5,0,41.986921,-87.689778,2007,10,4
CULEX PIPIENS,58, N WESTERN AVE,T028,6,0,41.986921,-87.689778,2007,10,4
CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,3,0,41.801498,-87.763416,2007,10,4
CULEX PIPIENS,50, S CENTRAL AVE,T031,16,0,41.801498,-87.763416,2007,10,4
CULEX TERRITANS,50, S CENTRAL AVE,T031,1,0,41.801498,-87.763416,2007,10,4
CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,10,0,41.906638,-87.701431,2007,10,4
CULEX PIPIENS,14, N HUMBOLDT DR,T033,12,0,41.906638,-87.701431,2007,10,4
CULEX PIPIENS,10, S VINCENNES,T089,1,0,41.723195,-87.64997,2007,10,4
CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,30,0,41.868077,-87.666901,2007,10,4
CULEX PIPIENS,11, S ASHLAND AVE,T090,10,0,41.868077,-87.666901,2007,10,4
CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,1,0,41.869216,-87.627561,2007,10,4
CULEX PIPIENS,11, S STATE ST,T092,2,0,41.869216,-87.627561,2007,10,4
CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,17,0,41.662014,-87.724608,2007,10,4
CULEX PIPIENS,42, W 127TH PL,T135,13,0,41.662014,-87.724608,2007,10,4
CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,3,0,41.961743,-87.76007,2007,10,4
CULEX PIPIENS,53, W AGATITE AVE,T141,2,0,41.961743,-87.76007,2007,10,4
CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,3,0,41.878114,-87.629798,2007,10,4
CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,9,0,41.958271,-87.702575,2007,10,4
CULEX PIPIENS,42, N RICHMOND ST,T146,3,0,41.958271,-87.702575,2007,10,4
CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,4,0,41.932094,-87.700117,2007,10,4
CULEX PIPIENS,28, N FRANCISCO AVE,T147,1,0,41.932094,-87.700117,2007,10,4
CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,1,0,41.994469,-87.667736,2007,10,4
CULEX PIPIENS/RESTUANS,18, W FARWELL AVE,T150,1,0,42.006858,-87.675919,2007,10,4
CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,13,0,41.916265,-87.800515,2007,10,4
CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,17,0,41.916265,-87.800515,2007,10,4
CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,1,0,41.846075,-87.716277,2007,10,4
CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,9,0,41.918705,-87.752329,2007,10,4
CULEX PIPIENS,21, N LAWLER AVE,T154,6,0,41.918705,-87.752329,2007,10,4
CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,3,0,41.682587,-87.707973,2007,10,4
CULEX PIPIENS,35, W 116TH ST,T158,7,0,41.682587,-87.707973,2007,10,4
CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,4,0,41.725517,-87.614258,2007,10,4
CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,4,0,41.725517,-87.614258,2007,10,4
CULEX PIPIENS,37, N KEDVALE AVE,T218,2,0,41.948167,-87.730698,2007,10,4
CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,3,0,41.963976,-87.69181,2007,10,4
CULEX PIPIENS,40, N TRIPP AVE,T001,1,0,41.953705,-87.733974,2007,10,4
CULEX TERRITANS,40, N TRIPP AVE,T001,1,0,41.953705,-87.733974,2007,10,4
CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,10,0,41.964242,-87.757639,2007,10,4
CULEX PIPIENS,46, N MILWAUKEE AVE,T003,9,0,41.964242,-87.757639,2007,10,4
CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,10,0,41.990284,-87.797127,2007,10,4
CULEX PIPIENS,60, N AVONDALE AVE,T006,1,0,41.990284,-87.797127,2007,10,4
CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,12,0,42.008314,-87.777921,2007,10,4
CULEX PIPIENS,70, N MOSELL AVE,T008,15,0,42.008314,-87.777921,2007,10,4
CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,11,0,41.991429,-87.747113,2007,10,4
CULEX PIPIENS,61, N LEMONT AVE,T012,3,0,41.991429,-87.747113,2007,10,4
CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,3,0,41.843811,-87.686763,2007,10,4
CULEX PIPIENS,27, S WESTERN AVE,T034,4,0,41.843811,-87.686763,2007,10,4
CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,11,0,41.921177,-87.79518,2007,10,4
CULEX PIPIENS,68, W BELDEN AVE,T037,9,0,41.921177,-87.79518,2007,10,4
CULEX PIPIENS,30, W 18TH ST,T043,7,0,41.857402,-87.694991,2007,10,4
CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,2,0,41.868142,-87.696269,2007,10,4
CULEX PIPIENS,11, S CALIFORNIA,T047,2,0,41.868142,-87.696269,2007,10,4
CULEX PIPIENS/RESTUANS,25, S THROOP,T051,3,0,41.846283,-87.656913,2007,10,4
CULEX PIPIENS,25, S THROOP,T051,1,0,41.846283,-87.656913,2007,10,4
CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,8,0,41.721474,-87.648064,2007,10,4
CULEX PIPIENS,10, W 95TH ST,T085,1,0,41.721474,-87.648064,2007,10,4
CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,3,0,41.869107,-87.696293,2007,10,4
CULEX PIPIENS,10, S CALIFORNIA AVE,T088,5,0,41.869107,-87.696293,2007,10,4
CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,7,0,41.719059,-87.675088,2007,10,4
CULEX PIPIENS,96, S HOYNE AVE,T161,3,0,41.719059,-87.675088,2007,10,4
CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,5,0,41.966987,-87.674677,2007,10,4
CULEX RESTUANS,18, W LELAND AVE,T219,1,0,41.966987,-87.674677,2007,10,4
CULEX PIPIENS,18, W LELAND AVE,T219,3,0,41.966987,-87.674677,2007,10,4
CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,53,0,41.923738,-87.785288,2007,10,4
CULEX PIPIENS,61, W FULLERTON AVE,T013,37,0,41.923738,-87.785288,2007,10,4
CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,9,0,41.970248,-87.787992,2007,10,4
CULEX PIPIENS,64, W STRONG ST,T014,19,0,41.970248,-87.787992,2007,10,4
CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,3,0,41.89923,-87.716788,2007,10,4
CULEX PIPIENS,10, N CENTRAL PARK DR,T030,3,0,41.89923,-87.716788,2007,10,4
CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,9,0,41.692555,-87.598865,2007,10,4
CULEX PIPIENS,20, E 111TH ST,T084,3,0,41.692555,-87.598865,2007,10,4
CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,15,0,41.94016,-87.794896,2007,10,4
CULEX PIPIENS,33, N RUTHERFORD AVE,T144,10,0,41.94016,-87.794896,2007,10,4
CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,14,0,41.903002,-87.688267,2007,10,4
CULEX PIPIENS,11, S ARTESIAN AVE,T160,3,0,41.903002,-87.688267,2007,10,4
CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,2,0,41.942114,-87.776385,2007,10,4
CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,1,0,41.960616,-87.777189,2007,10,4
CULEX PIPIENS,33, E RANDOLPH ST,T044,1,0,41.883284,-87.705085,2007,10,4
CULEX PIPIENS,33, W 104TH ST,T095,1,0,41.704336,-87.703736,2007,10,4
CULEX PIPIENS,49, W SUNNYSIDE AVE,T004,8,0,41.962728,-87.748367,2007,10,4
CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,3,0,41.836644,-87.677737,2007,10,4
CULEX PIPIENS,30, S HOYNE AVE,T035,14,0,41.836644,-87.677737,2007,10,4
CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,2,0,41.837085,-87.729384,2007,10,4
CULEX PIPIENS,42, W 31ST ST,T036,3,0,41.837085,-87.729384,2007,10,4
CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,33,0,41.911824,-87.726737,2007,10,4
CULEX PIPIENS,17, N PULASKI RD,T039,7,0,41.911824,-87.726737,2007,10,4
CULEX PIPIENS,22, W PERSHING RD,T060,3,0,41.823065,-87.678378,2007,10,4
CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,8,0,41.801179,-87.679447,2007,10,4
CULEX PIPIENS,22, W 51ST ST,T061,2,0,41.801179,-87.679447,2007,10,4
CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,5,0,41.800737,-87.71188,2007,10,4
CULEX PIPIENS,35, W 51ST ST,T062,12,1,41.800737,-87.71188,2007,10,4
CULEX SALINARIUS,35, W 51ST ST,T062,1,0,41.800737,-87.71188,2007,10,4
CULEX TERRITANS,35, W 51ST ST,T062,1,0,41.800737,-87.71188,2007,10,4
CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,13,0,41.778297,-87.752411,2007,10,4
CULEX PIPIENS,52, W 63RD ST,T065,29,0,41.778297,-87.752411,2007,10,4
CULEX TERRITANS,52, W 63RD ST,T065,3,0,41.778297,-87.752411,2007,10,4
CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,31,0,41.77166,-87.703047,2007,10,4
CULEX RESTUANS,67, S KEDZIE AVE,T066,1,0,41.77166,-87.703047,2007,10,4
CULEX PIPIENS,67, S KEDZIE AVE,T066,30,0,41.77166,-87.703047,2007,10,4
CULEX TERRITANS,67, S KEDZIE AVE,T066,1,0,41.77166,-87.703047,2007,10,4
CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,11,0,41.759346,-87.745602,2007,10,4
CULEX PIPIENS,73, S CICERO AVE,T067,3,0,41.759346,-87.745602,2007,10,4
CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,7,0,41.768388,-87.678649,2007,10,4
CULEX PIPIENS,22, W 69TH ST,T069,8,0,41.768388,-87.678649,2007,10,4
CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,4,0,41.797616,-87.797894,2007,10,4
